bug_id,summary,description,category,priority,is_duplicate,duplicate_bug_id
844,Query execution taking expected on large dataset.,Detailed bug description for query execution longer than expected on large dataset. root cause analysis pending. needs developer review. system crash,Database,High,True,1626.0
1766,Control missing for dashboard route.,Detailed bug description for access missing for admin dashboard route. root analysis pending. needs developer review. related issue with api intermittent error,Security,Medium,False,
796,Data inconsistency found in response.,Detailed bug description for data inconsistency found in order service response. root cause analysis needs developer review. enhancement,Backend,Low,False,
1603,File upload endpoint allows arbitrary file,Detailed bug description for file upload endpoint allows arbitrary file root cause analysis pending. needs developer review. minor ui glitch,Security,Low,True,1608.0
868,Transaction rollback triggered by trigger mismatch.,Detailed description for transaction rollback triggered by trigger mismatch. root cause analysis pending. needs developer review. error,Database,High,False,
1452,High cpu utilization during analytics computation.,Detailed bug description for high cpu during analytics root cause analysis pending. needs developer review. moderate issue,Performance,Low,True,477.0
1323,Client-side rendering takes long under heavy dom,Detailed bug description for client-side rendering takes too long under heavy dom elements. root cause analysis pending. needs developer related issue with timeout partial outage,Performance,Medium,False,
454,Authentication token validation failed intermittently.,Detailed bug description for authentication validation failed intermittently. root cause analysis pending. needs developer review. enhancement request,Backend,Low,True,469.0
650,Job stuck in pending state indefinitely.,Detailed bug description for background job stuck in pending state indefinitely. root analysis pending. needs developer review. intermittent error,Backend,Medium,True,1772.0
1466,Lag noticed when scrolling data tables.,Detailed bug description for noticed when scrolling through large data tables. root cause analysis pending. needs review. non-blocking bug,UI,Low,False,
1730,Cross-site scripting (xss) issue comments,Detailed bug description for cross-site scripting (xss) issue in comments section. root cause analysis needs developer review. system crash,Security,High,True,359.0
882,Transaction rollback triggered by trigger mismatch.,Detailed bug description for transaction rollback triggered by trigger mismatch. root cause analysis pending. developer review. non-blocking bug,Database,Low,True,709.0
862,Data error to column length mismatch.,Detailed bug description for data truncation error due to column length mismatch. root cause analysis pending. needs developer review. outage,Database,Low,True,770.0
514,Incorrect json serialization in api output.,Detailed bug description for incorrect json serialization in api output. root analysis pending. needs developer review. related issue with login urgent fix,Backend,High,True,620.0
1747,Sensitive data exposed api response payload.,Detailed bug description for data exposed in api response payload. root cause analysis pending. needs developer review. issue,Security,Medium,True,1883.0
369,Button alignment broken on dashboard page.,Detailed bug description for button broken on dashboard root cause analysis pending. needs developer review. non-blocking bug,Performance,Low,True,206.0
199,Font rendering inconsistent across browsers.,Detailed bug description for font inconsistent across browsers. root cause analysis pending. needs developer review. outage,UI,Medium,True,140.0
97,Dropdown menu overlaps footer section.,Detailed bug description for dropdown menu overlaps footer section. root cause analysis pending. needs review. critical failure,Security,Low,False,
1207,Slow response time on checkout endpoint.,Detailed bug description for slow response on checkout endpoint. root cause analysis pending. needs developer review. system,Performance,High,True,1874.0
1083,Query execution taking longer expected on dataset.,Detailed bug description for query execution taking longer than expected on large dataset. root cause analysis pending. needs developer moderate issue,Performance,Medium,True,1368.0
659,Null pointer exception user layer.,Detailed description for pointer exception in user service layer. root cause analysis pending. needs developer review. cosmetic issue,Database,Low,True,1375.0
221,Tooltip appearing on hover for,Detailed bug description for tooltip not appearing on hover for icons. root cause analysis pending. needs related issue with query urgent fix,Security,High,True,1467.0
107,Tooltip not appearing on hover for,Detailed bug description tooltip not appearing on hover for icons. root cause analysis pending. needs developer review. non-blocking bug,UI,Low,True,831.0
241,Text overflow issue on mobile devices.,Detailed bug description for text overflow issue on mobile devices. root cause analysis needs review. related issue with query intermittent error,UI,Medium,True,960.0
1551,Lag noticed when scrolling large data tables.,Detailed bug description for noticed when scrolling through large tables. root cause analysis pending. needs developer review. moderate issue,Backend,Medium,True,1954.0
1628,User not invalidated logout event.,Detailed bug description for user session not invalidated after event. root cause analysis pending. needs developer review. partial outage,Security,Medium,True,735.0
500,Null pointer exception user service layer.,Bug description for null pointer exception in user service layer. root cause analysis pending. needs developer review. partial outage,Backend,Medium,True,1028.0
863,Truncation error to column length mismatch.,Detailed bug description for data truncation error due to column length mismatch. root analysis pending. needs developer review. related issue with api non-blocking bug,Database,Low,True,70.0
1118,Incorrect indexing causing slow query performance.,Bug description for incorrect indexing causing slow query performance. root cause analysis pending. needs developer review. minor ui glitch,Database,Low,True,1144.0
1223,Degradation observed after caching update.,Detailed description for performance degradation observed after caching layer update. root cause analysis pending. needs developer review. issue,Performance,Low,False,
1279,Memory leak detected during file process.,Detailed bug description for leak detected during file upload process. root cause analysis pending. needs developer review. intermittent error,Performance,Medium,True,1684.0
23,Tooltip not appearing on hover icons.,Detailed description for tooltip not appearing on hover icons. root cause analysis pending. needs developer review. enhancement request,UI,Low,True,202.0
1579,Client-side rendering takes too long heavy dom elements.,Detailed bug description for client-side rendering takes too long under heavy dom elements. root analysis pending. needs developer review. partial,Performance,Medium,True,861.0
134,Text overflow issue on mobile devices.,Detailed bug description for text overflow issue on mobile root cause analysis pending. needs developer review. related issue with query partial outage,UI,Medium,False,
215,Tooltip appearing on hover for icons.,Detailed bug description for not appearing on hover for icons. root cause pending. needs developer review. related issue with login security breach,UI,High,True,469.0
329,Button alignment broken on dashboard page.,Detailed bug description for button alignment broken on dashboard page. root analysis pending. needs developer review. critical,UI,High,True,1520.0
1125,Transaction rollback triggered by trigger mismatch.,Detailed bug description for transaction rollback triggered by mismatch. root cause analysis pending. needs review. minor ui glitch,Database,High,True,553.0
721,Inconsistency found in service response.,Detailed bug description for data inconsistency found in order service response. root analysis pending. needs developer review. related issue with error critical failure,Database,High,True,1351.0
1574,Page time exceeds 10 seconds on product listing page.,Detailed bug description for page time exceeds seconds on product listing page. root cause analysis pending. needs developer review. related issue with response enhancement request,Performance,Low,True,1025.0
1434,Page load time exceeds 10 seconds on listing page.,Detailed bug description for page load time exceeds 10 seconds on product listing root cause analysis pending. needs developer non-blocking bug,Performance,Low,True,940.0
1678,Sensitive data exposed api payload.,Detailed bug description for data exposed in api response payload. root cause analysis pending. needs developer review. intermittent error,Security,Medium,True,1843.0
271,Color contrast too low for accessibility,Detailed bug description for color contrast too low for accessibility compliance. root cause analysis pending. needs review. temporary failure,UI,Medium,True,657.0
1052,Execution taking longer than expected on large dataset.,Detailed bug description for query execution taking longer than expected on large dataset. root cause pending. needs developer review. related issue with timeout minor ui glitch,Database,Low,True,93.0
1994,Cross-site scripting (xss) in comments section.,Detailed bug description for cross-site scripting (xss) issue in section. cause analysis pending. needs developer review. security breach,Security,High,True,1488.0
257,Icons missing after ui theme update.,Detailed bug description for icons ui theme update. root cause analysis pending. needs developer review. intermittent error,UI,Medium,True,1662.0
1373,Page load time exceeds 10 seconds on product listing,Detailed bug description for page load time exceeds 10 seconds on product listing page. root cause analysis developer review. related issue with query enhancement request,Performance,Low,True,307.0
31,Modal popup not centered in viewport.,Detailed bug description for modal popup not centered in viewport. cause analysis pending. needs developer non-blocking bug,UI,Low,True,1814.0
1824,Endpoint allows arbitrary file types.,Detailed description for file upload endpoint allows arbitrary file types. root cause analysis pending. needs developer review. intermittent error,Security,Medium,True,1956.0
1154,Incorrect indexing causing slow query performance.,Detailed bug description for incorrect indexing causing slow query performance. root cause pending. needs developer review. issue with memory security breach,Database,Medium,True,741.0
1795,Misconfiguration exposes api to domains.,Detailed bug description cors misconfiguration exposes api to external domains. root analysis pending. needs developer review. critical failure,Security,High,True,245.0
1127,Incorrect indexing causing slow query performance.,Detailed bug description for incorrect indexing causing slow query performance. root cause pending. needs review. cosmetic issue,Database,Low,True,1093.0
1389,Slow response time on checkout endpoint.,Detailed bug description for slow response time on checkout endpoint. root cause analysis developer review. related issue with timeout partial outage,Database,Medium,True,1083.0
90,Contrast too low for accessibility compliance.,Detailed bug description contrast too low for accessibility compliance. root cause analysis pending. needs developer review. cosmetic issue,UI,Low,True,737.0
743,Payment service returning invalid response structure.,Detailed bug description for payment service invalid response structure. root cause analysis pending. needs developer review. non-blocking bug,Backend,Low,True,600.0
682,Incorrect json serialization in api output.,Detailed bug for incorrect json serialization in api output. root cause analysis pending. needs developer review. related issue with query enhancement request,Backend,Low,True,49.0
114,Tooltip not appearing on hover for,Detailed bug description for tooltip not appearing hover for icons. root cause analysis pending. needs developer review. related issue with cosmetic issue,UI,Low,True,1889.0
311,Font rendering inconsistent across browsers.,Detailed bug description font rendering inconsistent across browsers. root cause analysis pending. needs developer review. cosmetic issue,UI,Low,True,163.0
389,Text overflow issue on mobile devices.,Detailed bug description for text overflow issue on mobile devices. root cause analysis needs developer critical failure,UI,High,False,
634,Payment service returning invalid response structure.,Detailed bug description for payment returning invalid response structure. root cause analysis pending. needs developer review. related issue with memory failure,Backend,Medium,False,
1546,High cpu utilization during analytics computation.,Detailed bug description for cpu utilization during analytics computation. root cause pending. needs developer review. cosmetic issue,Security,Low,False,
375,Dropdown menu overlaps footer section.,Detailed description for dropdown menu overlaps footer section. root cause analysis pending. needs developer review. non-blocking bug,UI,Low,True,1455.0
1881,Sql injection vulnerability found in,Detailed bug description for sql injection vulnerability found in login endpoint. root cause analysis pending. developer review. temporary failure,Security,Medium,True,1564.0
670,Incorrect json serialization in api output.,Detailed bug description for incorrect serialization in api root cause analysis pending. needs developer review. enhancement request,Backend,Low,False,
1042,Incorrect indexing causing slow query performance.,Detailed bug description for incorrect indexing causing query performance. root cause analysis pending. needs developer review. partial,Database,Medium,True,1289.0
1320,Client-side rendering takes too long under heavy dom,Bug description for client-side rendering takes too under heavy dom elements. root cause analysis pending. needs developer review. cosmetic issue,UI,Low,True,324.0
1543,Memory leak during file process.,Bug description for memory leak detected during file upload process. root cause analysis pending. needs developer review. issue with login cosmetic issue,Performance,Low,True,636.0
1492,Performance degradation after caching update.,Detailed bug description for performance observed after caching layer update. root cause analysis needs developer review. non-blocking bug,Performance,High,True,1141.0
1044,Primary key conflict inserting duplicate record.,Detailed bug description for primary key when inserting duplicate record. root cause analysis pending. needs developer review. system crash,Security,High,False,
629,Pointer exception in service layer.,Detailed bug description for null pointer exception user service layer. root cause analysis pending. needs developer review. partial outage,Backend,Medium,False,
86,Color too low for compliance.,Detailed bug description for color contrast too low for accessibility compliance. root cause analysis pending. needs developer review. related with ui minor ui glitch,UI,Low,True,1488.0
198,Text overflow issue on mobile devices.,Detailed bug description for text overflow issue on mobile devices. root cause analysis pending. needs review. system crash,UI,High,True,1418.0
1128,Data error due to column length mismatch.,Detailed bug for data truncation due to column length mismatch. root cause analysis pending. needs developer review. intermittent error,Backend,Medium,True,1784.0
388,Scroll bar visible in settings page.,Detailed bug description for scroll bar not visible in page. root cause analysis pending. needs developer review. breach,Database,High,True,1147.0
730,Authentication token validation failed intermittently.,Detailed bug description authentication validation failed intermittently. root cause analysis pending. needs developer review. intermittent error,Backend,Medium,True,179.0
778,Payment service returning invalid response structure.,Detailed bug description for service returning invalid response root cause analysis pending. needs developer review. intermittent error,Backend,Medium,True,991.0
1514,Thread contention causing processing delays.,Detailed bug description for thread contention causing processing delays. root cause pending. needs developer review. related issue with query intermittent error,Database,Low,True,1419.0
584,Authentication token validation failed intermittently.,Detailed description for authentication token failed intermittently. root cause analysis pending. needs developer review. critical failure,Backend,High,True,1918.0
1555,Thread contention causing processing delays.,Detailed bug description for thread contention causing processing delays. root cause analysis pending. review. related issue with api system crash,Performance,High,True,315.0
819,Deadlock detected while committing transaction.,Detailed bug description deadlock detected while committing transaction. root cause analysis pending. needs developer review. related issue with api fix,Database,High,True,1312.0
1073,Database connection pool peak traffic.,Detailed bug description for database connection pool exhausted during peak traffic. root cause analysis pending. needs developer partial outage,Database,Medium,False,
1869,User session not invalidated after event.,Bug description for user session not invalidated after logout event. root cause analysis pending. needs developer review. related issue with performance non-blocking bug,Security,Low,True,347.0
906,Execution taking longer than expected on large dataset.,Bug description for query execution taking longer than expected on large dataset. root cause analysis pending. needs developer review. security breach,Database,High,True,825.0
1606,Data in api response payload.,Detailed bug description for data exposed in api payload. root cause analysis pending. needs developer review. related issue with login temporary failure,Security,Medium,True,1283.0
67,Text overflow issue on mobile devices.,Detailed bug description for text overflow issue on mobile devices. root cause analysis needs review. enhancement request,UI,Low,True,1923.0
957,Constraint violation during insert operation.,Detailed bug description for foreign key constraint violation during insert root cause analysis pending. needs developer system crash,Database,High,False,
130,Images stretched in gallery grid layout.,Detailed bug for images stretched in gallery grid layout. root cause analysis pending. needs developer review. enhancement,UI,Low,True,1899.0
538,Notification queue processing failed due to missing dependency.,Detailed bug description for email notification queue processing failed to missing root cause analysis pending. needs developer review. non-blocking bug,Backend,Low,True,592.0
937,Transaction rollback triggered by trigger mismatch.,Detailed bug description for transaction rollback triggered by trigger mismatch. root cause analysis pending. needs developer review. issue,Database,Medium,True,925.0
1212,Inefficient algorithm causing long response time.,Detailed bug description for inefficient algorithm causing long time. root cause analysis pending. needs developer review. temporary failure,Performance,Medium,False,
756,Pointer exception in user service layer.,Detailed bug description for null pointer exception in service layer. root cause analysis pending. needs developer review. urgent fix,Backend,High,True,568.0
1819,File endpoint allows file types.,Detailed bug description for file upload endpoint allows file types. root cause analysis needs developer review. related issue with performance security breach,Security,High,True,1650.0
1002,Backup restore due to missing logs.,Detailed bug description for backup restore failed due to missing wal logs. root cause analysis pending. needs developer review.,Database,Medium,True,638.0
245,Dropdown menu overlaps footer section.,Detailed bug description dropdown menu overlaps footer section. root cause analysis pending. needs developer review. intermittent error,UI,Medium,True,1529.0
704,Null exception in user service layer.,Detailed bug description for null pointer exception in user service layer. cause analysis pending. needs developer temporary failure,Backend,Medium,True,1949.0
1852,Cors misconfiguration api to external domains.,Detailed bug description for cors misconfiguration exposes api to external domains. root cause analysis pending. needs developer review. issue with enhancement request,Security,Low,True,1014.0
1019,Data error to column length mismatch.,Detailed bug description for data truncation error due to column length mismatch. root cause analysis pending. needs developer review. minor glitch,Database,Low,True,159.0
352,Text overflow issue on mobile devices.,Detailed bug description for overflow issue on mobile devices. root cause pending. needs developer review. urgent fix,UI,High,True,1511.0
1927,Insecure http instead of https for api calls.,Detailed bug description for http used instead of https for api calls. root cause analysis pending. needs developer review. system crash,Security,High,True,1837.0
394,Icons missing after ui theme update.,Detailed bug description for icons after ui theme update. root analysis pending. needs developer review. critical failure,Backend,High,True,566.0
631,Incorrect json serialization in api output.,Detailed bug description for incorrect json serialization in api output. root cause analysis pending. needs developer security breach,Backend,High,True,1266.0
141,Scroll bar not visible settings,Detailed bug description for scroll bar not visible in settings page. root cause analysis needs developer review. minor ui glitch,UI,Low,True,218.0
473,Authentication token validation failed intermittently.,Bug description for authentication token validation failed intermittently. root cause analysis pending. needs developer review. temporary failure,Backend,Medium,True,565.0
1225,Leak detected during file upload,Detailed bug description for memory leak detected during file upload process. root cause pending. developer review. enhancement request,Performance,Low,True,644.0
1378,Client-side rendering takes long under heavy elements.,Detailed bug description for takes too long under heavy dom elements. root cause analysis pending. needs developer review. moderate issue,Performance,Medium,True,916.0
712,Inconsistency in order service response.,Detailed bug description for data inconsistency found order service response. root cause analysis pending. needs developer review. temporary failure,Backend,Medium,True,1764.0
548,Background job in pending state indefinitely.,Detailed bug description for background job stuck in pending state indefinitely. root cause pending. needs developer review. urgent fix,Backend,High,True,343.0
356,Button alignment broken on dashboard page.,Detailed bug description for button alignment broken dashboard page. root cause analysis pending. needs developer review. temporary failure,UI,Medium,True,426.0
108,Dropdown menu overlaps footer section.,Detailed bug description for menu overlaps footer section. root cause analysis pending. needs developer review. related issue with error moderate issue,UI,Medium,True,430.0
1899,User session not invalidated logout event.,Detailed bug description for session not invalidated after logout event. root cause analysis pending. needs developer review. minor ui glitch,Security,Low,True,707.0
1708,Cross-site scripting (xss) issue comments section.,Detailed bug description for cross-site scripting (xss) issue in comments section. root cause analysis pending. needs review. error,Security,Medium,False,
1970,Sql vulnerability found in login endpoint.,Detailed bug description for sql injection vulnerability found in login root cause analysis pending. needs developer review. failure,Security,High,False,
1756,File upload endpoint allows arbitrary file,Bug description for file upload endpoint allows arbitrary file root cause analysis pending. needs developer review. temporary failure,Security,Medium,False,
1501,Inefficient algorithm causing long response time.,Detailed bug description for inefficient algorithm causing long response time. root cause analysis pending. needs developer minor ui glitch,Performance,Low,True,1026.0
1456,Excessive network calls during dashboard rendering.,Detailed bug description for network calls dashboard rendering. root cause analysis pending. needs developer review. minor ui glitch,Performance,Low,False,
285,Dropdown menu overlaps footer section.,Detailed bug description for menu overlaps footer section. root cause analysis pending. developer review. cosmetic issue,UI,Low,True,1470.0
1659,Weak password policy allows insecure credentials.,Detailed bug for weak password policy allows insecure credentials. root cause analysis pending. needs developer review. related issue with non-blocking bug,Security,Low,True,568.0
1697,Access missing for admin dashboard,Detailed bug description for access control missing for admin route. root cause analysis pending. needs developer review. issue with response enhancement request,Security,Low,True,420.0
1185,Database pool exhausted peak traffic.,Detailed bug description for database connection pool exhausted during traffic. root cause analysis pending. needs developer review. security breach,Database,High,True,377.0
1731,Insecure http of https for api calls.,Bug description for insecure http used instead of https for api calls. root cause analysis pending. needs developer review. cosmetic issue,Security,Low,True,877.0
426,Null pointer exception in service,Detailed bug description for null pointer exception in user service root cause analysis pending. needs developer review. cosmetic issue,Backend,Low,True,1502.0
1864,Cross-site scripting (xss) issue in comments,Detailed bug description for scripting (xss) issue in comments section. root cause analysis pending. needs developer review. system crash,Security,High,True,167.0
509,Incorrect json serialization in api output.,Detailed bug description for json serialization in api output. root cause analysis pending. needs review. cosmetic issue,Backend,Low,True,339.0
1104,Foreign key constraint during insert,Detailed bug for foreign key constraint violation during insert operation. root cause analysis pending. needs review. critical failure,Database,High,True,762.0
616,Incorrect json serialization in api output.,Detailed bug for incorrect json serialization in api output. root cause analysis pending. needs developer review. non-blocking bug,Backend,Low,True,1720.0
1744,Control missing for admin dashboard,Detailed bug for access control missing for admin dashboard route. root cause analysis pending. developer review. temporary failure,Security,Medium,True,31.0
342,Dropdown menu overlaps footer section.,Detailed bug description for dropdown menu overlaps footer section. root cause analysis needs developer review. system crash,UI,High,False,
858,Incorrect indexing causing slow query performance.,Detailed bug description incorrect indexing causing slow query performance. cause analysis pending. needs developer review. cosmetic issue,Database,Low,True,175.0
769,Payment service returning invalid response structure.,Detailed bug description for payment service returning invalid response structure. root cause analysis pending. needs developer review. related with memory moderate issue,Backend,Medium,False,
492,Pointer exception in user layer.,Detailed bug description for null pointer exception in user service layer. root cause analysis pending. needs developer related issue with api enhancement request,UI,Low,True,85.0
387,Button alignment broken on dashboard page.,Detailed bug description for button broken on dashboard page. root cause analysis pending. needs developer review. system crash,UI,High,True,885.0
859,Database connection pool during peak traffic.,Detailed bug description for database connection pool exhausted during peak traffic. root cause analysis pending. needs developer review. security,Database,High,True,1914.0
754,Null pointer exception in service layer.,Detailed bug description for null pointer exception in user service layer. root cause analysis pending. needs developer review. crash,Backend,High,True,559.0
763,Email notification processing failed due to missing dependency.,Detailed bug description for email notification failed due to missing dependency. root cause analysis pending. needs developer review. related issue with api security breach,Backend,High,True,68.0
605,Timeout error while processing batch job.,Detailed bug for timeout error while processing batch job. cause analysis pending. needs developer review. cosmetic issue,Backend,High,True,1748.0
1647,Sql injection vulnerability found endpoint.,Detailed bug description for sql injection vulnerability found in login endpoint. root analysis pending. needs developer review. enhancement request,Security,Low,False,
1156,Incorrect indexing causing slow query performance.,Detailed description for incorrect indexing causing slow query performance. root cause analysis pending. needs developer review. non-blocking bug,Database,Low,True,1242.0
1967,User session after logout event.,Detailed bug description for user session not invalidated after logout event. root cause analysis pending. developer review. minor ui glitch,Security,Low,True,554.0
914,Query execution taking longer than expected on,Detailed bug description query execution taking longer than expected on large dataset. root cause analysis pending. needs developer review. related issue with api partial outage,Database,Low,True,1381.0
1879,File upload allows arbitrary types.,Detailed bug description for file upload endpoint allows arbitrary file types. root cause analysis pending. needs developer review. related issue with ui cosmetic,Security,High,True,1890.0
1131,Database connection pool peak traffic.,Detailed bug description for database connection exhausted during peak traffic. root cause analysis needs developer review. critical failure,Database,High,True,1775.0
526,Timeout error while processing batch job.,Detailed description for timeout error while processing batch job. root cause analysis pending. needs developer review. urgent fix,Backend,Low,True,1300.0
1173,Migration script failing on production schema.,Detailed bug description for migration script failing on production schema. root cause needs developer review. related issue with crash non-blocking bug,Database,Medium,False,
1691,Insecure http used instead of https for calls.,Detailed bug description for insecure http used instead of https for api calls. root cause analysis pending. developer review. related issue with crash moderate issue,Security,Medium,False,
823,Primary key when inserting duplicate record.,Detailed bug description for key conflict when inserting duplicate record. root cause analysis pending. needs developer review. non-blocking bug,Database,Low,True,835.0
80,Modal popup not centered in viewport.,Detailed bug description for modal popup not in viewport. root cause analysis pending. needs developer review. related issue with performance moderate issue,Performance,Medium,True,396.0
429,Notification queue failed due to missing dependency.,Detailed bug description for email notification queue processing failed due to dependency. cause analysis pending. needs developer review. related issue with crash enhancement request,Backend,Low,True,1100.0
1954,Access control missing admin dashboard,Detailed bug description for access control missing for admin dashboard route. root cause pending. needs developer review. cosmetic issue,Security,Low,False,
1896,Weak password policy allows insecure credentials.,Detailed bug for weak password policy allows insecure credentials. root cause analysis pending. needs developer review. related issue with api critical failure,Security,High,True,1537.0
654,Incorrect json serialization in api output.,Detailed description for incorrect json serialization in api output. root cause analysis pending. needs developer review. request,Backend,Medium,True,585.0
1531,Page time exceeds 10 seconds on product listing page.,Detailed bug description for page load time exceeds 10 seconds on product listing page. root cause analysis pending. needs review. security breach,Performance,High,True,1544.0
1346,Degradation after caching layer update.,Detailed bug description for performance degradation observed after layer root cause analysis pending. needs developer review. temporary failure,Performance,Medium,True,217.0
1115,Foreign key constraint violation during operation.,Detailed bug description for foreign key violation during insert operation. cause analysis pending. needs developer review. urgent fix,Database,High,True,1533.0
1348,Lag noticed when through large data,Detailed bug description for lag noticed when scrolling through large data tables. root cause pending. developer review. related issue with memory cosmetic issue,Performance,Low,True,1642.0
889,Primary key conflict when inserting duplicate,Detailed bug description for primary key conflict inserting duplicate record. root cause analysis pending. needs developer review. critical failure,UI,Medium,True,1178.0
927,Truncation error due to column length mismatch.,Detailed bug description for data truncation error due to column mismatch. root cause analysis pending. needs developer review. security breach,Database,High,True,1804.0
558,Email notification queue processing failed due to,Detailed bug description for email notification queue processing failed due to missing dependency. root cause analysis pending. needs developer review. related issue query cosmetic issue,Performance,Low,True,1369.0
60,Scroll not visible settings page.,Detailed for scroll bar not visible in settings page. root cause analysis pending. needs developer review. partial outage,UI,Medium,True,1186.0
564,Payment service returning invalid response structure.,Detailed bug description for payment service returning invalid response structure. root cause pending. needs developer review. system crash,Backend,High,True,638.0
793,Pointer exception in user service layer.,Detailed description for null pointer exception user service layer. root cause analysis pending. needs developer review. system crash,Backend,High,True,1862.0
1670,Sql injection vulnerability found login endpoint.,Detailed bug description for sql injection vulnerability found in login endpoint. cause analysis pending. needs developer review. non-blocking bug,Security,Low,True,1101.0
1358,Inefficient algorithm causing long response time.,Detailed bug description for inefficient algorithm causing long response time. root cause analysis pending. needs developer review. urgent,Performance,High,True,47.0
1712,Cross-site scripting issue in comments section.,Detailed bug description for cross-site scripting (xss) issue in root cause analysis pending. needs developer review. related issue with memory non-blocking bug,Security,Low,True,706.0
1559,Slow response time on checkout endpoint.,Detailed bug description for slow time on checkout endpoint. root cause analysis pending. needs developer review. system crash,Performance,High,True,627.0
1035,Primary key when inserting record.,Detailed bug description for primary key conflict when inserting duplicate record. cause analysis pending. needs developer review. non-blocking bug,Database,Low,True,951.0
147,Text overflow issue on mobile devices.,Detailed bug description for text issue on mobile devices. root cause pending. needs developer review. urgent fix,UI,High,True,1549.0
1955,Access control for admin dashboard route.,Detailed bug description for access control missing admin dashboard route. root cause analysis pending. needs developer review. intermittent error,Security,Medium,True,287.0
678,Incorrect json serialization in api output.,Detailed bug description for incorrect json in api output. root cause analysis pending. needs developer review. system crash,Backend,High,True,1056.0
1639,Cors misconfiguration exposes api to domains.,Detailed bug description for cors misconfiguration exposes to external domains. root cause analysis pending. needs developer review. related issue with response intermittent error,Security,Medium,True,521.0
1519,Excessive network calls during dashboard rendering.,Detailed bug description for network during dashboard rendering. root cause analysis pending. needs developer review. non-blocking bug,Performance,Low,True,56.0
1765,Session not invalidated after logout,Detailed bug description for user session not invalidated after logout event. root cause analysis pending. needs developer review. error,Security,Medium,True,875.0
1377,Page load time 10 seconds on product listing page.,Detailed bug description for page load time 10 seconds product listing page. root cause analysis pending. needs developer review. temporary failure,Performance,Medium,True,1081.0
1749,Weak password policy allows insecure credentials.,Detailed bug description weak password policy insecure credentials. root cause analysis pending. needs developer review. urgent fix,Security,High,True,557.0
1726,Cross-site scripting (xss) issue comments,Detailed bug for cross-site scripting (xss) issue in comments section. root cause analysis pending. needs developer review. related issue with api partial outage,Security,Low,True,184.0
1567,Client-side rendering takes too long under heavy elements.,Detailed bug description for client-side rendering takes too long under heavy elements. root cause analysis pending. needs developer review. moderate issue,Performance,Medium,True,267.0
1160,Migration script failing on production schema.,Detailed bug description for migration script failing on production schema. root cause analysis pending. needs review. breach,Database,High,True,1176.0
1000,Migration script failing on production schema.,Detailed bug description script failing on production schema. root cause analysis pending. needs developer review. moderate issue,Performance,Medium,True,404.0
818,Migration script failing on production schema.,Detailed bug description for migration script on production schema. root cause analysis pending. needs developer review. related issue with urgent fix,Database,High,True,1053.0
1369,Performance degradation after layer update.,Detailed bug description for performance degradation observed after layer update. root cause analysis pending. needs developer review. partial outage,Performance,Medium,True,681.0
1284,Page load time exceeds 10 on product page.,Detailed bug description for page load time exceeds 10 seconds on listing page. cause analysis pending. needs developer review. partial outage,Security,Medium,True,1185.0
897,Migration script failing on production schema.,Bug description for migration script failing on production schema. cause analysis pending. needs developer review. temporary failure,Database,Medium,True,1391.0
1937,User session not invalidated after logout,Bug description for user session not invalidated after logout event. root cause analysis pending. needs developer review. related issue with response urgent,Database,High,True,85.0
1535,Memory leak detected during upload process.,Detailed bug description for memory detected during file upload process. root cause analysis pending. needs review. related issue with performance critical failure,Performance,Medium,True,904.0
1867,Upload endpoint allows arbitrary file types.,Detailed bug description for file upload endpoint allows arbitrary file types. cause analysis pending. needs developer review. cosmetic,Security,Low,True,1117.0
1507,Client-side rendering too long heavy dom elements.,Detailed bug description for client-side rendering takes too long under heavy dom elements. root analysis pending. needs developer review. critical failure,Performance,High,True,1944.0
252,Scroll bar not settings page.,Detailed bug description for bar not visible in page. root cause analysis pending. needs developer review. urgent fix,UI,High,True,662.0
371,Images stretched in gallery grid layout.,Detailed bug for images stretched in gallery grid layout. root cause analysis pending. needs developer review. related issue with performance critical failure,UI,High,True,1627.0
164,Font rendering inconsistent across browsers.,Detailed bug description for font rendering inconsistent across browsers. cause analysis pending. needs review. related issue with error temporary failure,UI,Medium,True,1741.0
1030,Query execution taking than expected on large dataset.,Detailed bug description for query execution taking longer than expected on large dataset. cause analysis pending. needs developer review. non-blocking,Database,Low,False,
1625,User session not invalidated after logout,Bug description for user session not invalidated after logout event. root cause analysis pending. needs developer review. non-blocking bug,Security,Low,True,658.0
39,Font rendering inconsistent across browsers.,Detailed bug description for font rendering inconsistent across browsers. root cause analysis pending. needs developer partial outage,UI,Medium,False,
926,Deadlock detected while committing transaction.,Detailed bug description for deadlock while committing transaction. root cause analysis pending. needs developer review. minor ui glitch,Database,Low,True,789.0
956,Foreign key violation during insert operation.,Detailed bug description for foreign key constraint violation during insert operation. cause analysis pending. needs developer cosmetic issue,Database,Low,True,573.0
250,Font rendering inconsistent across browsers.,Bug description for font rendering inconsistent across browsers. root cause analysis pending. needs developer review. related issue with login moderate issue,UI,Medium,False,
1038,Query execution taking longer than expected on dataset.,Detailed bug for query execution taking longer than expected large dataset. root cause analysis pending. needs developer review. related issue with login minor ui glitch,Database,Low,True,973.0
579,Timeout error while processing batch job.,Detailed bug description for error while processing batch job. root analysis pending. needs developer review. cosmetic issue,Backend,Low,True,1482.0
1702,Used instead of https for api calls.,Detailed bug description for insecure http used instead https for api calls. root cause pending. needs developer review. urgent fix,Security,Low,True,1641.0
